idx,subset,t2_feasible,t1_feasible,t1_sols,matched,extra,missed,category
193,"(1, 2, 4, 9, 13)",False,False,0,0,0,0,agree_infeasible
194,"(1, 2, 4, 9, 14)",False,False,0,0,0,0,agree_infeasible
195,"(1, 2, 4, 9, 15)",False,False,0,0,0,0,agree_infeasible
196,"(1, 2, 4, 9, 16)",False,False,0,0,0,0,agree_infeasible
197,"(1, 2, 4, 9, 17)",False,False,0,0,0,0,agree_infeasible
198,"(1, 2, 4, 9, 18)",False,False,0,0,0,0,agree_infeasible
199,"(1, 2, 4, 9, 19)",False,False,0,0,0,0,agree_infeasible
200,"(1, 2, 4, 9, 20)",False,False,0,0,0,0,agree_infeasible
201,"(1, 2, 4, 10, 11)",True,True,1,1,0,0,agree_feasible
202,"(1, 2, 4, 10, 12)",False,False,0,0,0,0,agree_infeasible
203,"(1, 2, 4, 10, 13)",False,False,0,0,0,0,agree_infeasible
204,"(1, 2, 4, 10, 14)",True,True,1,1,0,0,agree_feasible
205,"(1, 2, 4, 10, 15)",True,True,1,1,0,0,agree_feasible
206,"(1, 2, 4, 10, 16)",False,False,0,0,0,0,agree_infeasible
207,"(1, 2, 4, 10, 17)",False,False,0,0,0,0,agree_infeasible
208,"(1, 2, 4, 10, 18)",False,False,0,0,0,0,agree_infeasible
209,"(1, 2, 4, 10, 19)",True,True,1,1,0,0,agree_feasible
210,"(1, 2, 4, 10, 20)",False,False,0,0,0,0,agree_infeasible
211,"(1, 2, 4, 11, 12)",False,False,0,0,0,0,agree_infeasible
212,"(1, 2, 4, 11, 13)",True,True,1,1,0,0,agree_feasible
213,"(1, 2, 4, 11, 14)",True,True,1,1,0,0,agree_feasible
214,"(1, 2, 4, 11, 15)",True,True,1,1,0,0,agree_feasible
215,"(1, 2, 4, 11, 16)",True,False,0,0,0,1,t1_missed
216,"(1, 2, 4, 11, 17)",False,False,0,0,0,0,agree_infeasible
217,"(1, 2, 4, 11, 18)",False,False,0,0,0,0,agree_infeasible
218,"(1, 2, 4, 11, 19)",True,True,1,1,0,0,agree_feasible
219,"(1, 2, 4, 11, 20)",False,False,0,0,0,0,agree_infeasible
220,"(1, 2, 4, 12, 13)",False,False,0,0,0,0,agree_infeasible
221,"(1, 2, 4, 12, 14)",False,False,0,0,0,0,agree_infeasible
222,"(1, 2, 4, 12, 15)",False,False,0,0,0,0,agree_infeasible
223,"(1, 2, 4, 12, 16)",False,False,0,0,0,0,agree_infeasible
224,"(1, 2, 4, 12, 17)",False,False,0,0,0,0,agree_infeasible
225,"(1, 2, 4, 12, 18)",False,False,0,0,0,0,agree_infeasible
226,"(1, 2, 4, 12, 19)",False,False,0,0,0,0,agree_infeasible
227,"(1, 2, 4, 12, 20)",False,False,0,0,0,0,agree_infeasible
228,"(1, 2, 4, 13, 14)",False,False,0,0,0,0,agree_infeasible
229,"(1, 2, 4, 13, 15)",False,False,0,0,0,0,agree_infeasible
230,"(1, 2, 4, 13, 16)",False,False,0,0,0,0,agree_infeasible
231,"(1, 2, 4, 13, 17)",False,False,0,0,0,0,agree_infeasible
232,"(1, 2, 4, 13, 18)",False,False,0,0,0,0,agree_infeasible
233,"(1, 2, 4, 13, 19)",True,True,1,1,0,0,agree_feasible
234,"(1, 2, 4, 13, 20)",False,False,0,0,0,0,agree_infeasible
235,"(1, 2, 4, 14, 15)",True,True,1,1,0,0,agree_feasible
236,"(1, 2, 4, 14, 16)",False,False,0,0,0,0,agree_infeasible
237,"(1, 2, 4, 14, 17)",False,False,0,0,0,0,agree_infeasible
238,"(1, 2, 4, 14, 18)",False,False,0,0,0,0,agree_infeasible
239,"(1, 2, 4, 14, 19)",True,True,1,1,0,0,agree_feasible
240,"(1, 2, 4, 14, 20)",False,False,0,0,0,0,agree_infeasible
241,"(1, 2, 4, 15, 16)",False,False,0,0,0,0,agree_infeasible
242,"(1, 2, 4, 15, 17)",False,False,0,0,0,0,agree_infeasible
243,"(1, 2, 4, 15, 18)",False,False,0,0,0,0,agree_infeasible
244,"(1, 2, 4, 15, 19)",True,True,1,1,0,0,agree_feasible
245,"(1, 2, 4, 15, 20)",False,False,0,0,0,0,agree_infeasible
246,"(1, 2, 4, 16, 17)",False,False,0,0,0,0,agree_infeasible
247,"(1, 2, 4, 16, 18)",False,False,0,0,0,0,agree_infeasible
248,"(1, 2, 4, 16, 19)",False,False,0,0,0,0,agree_infeasible
249,"(1, 2, 4, 16, 20)",True,True,1,1,0,0,agree_feasible
250,"(1, 2, 4, 17, 18)",False,False,0,0,0,0,agree_infeasible
251,"(1, 2, 4, 17, 19)",False,False,0,0,0,0,agree_infeasible
252,"(1, 2, 4, 17, 20)",False,False,0,0,0,0,agree_infeasible
253,"(1, 2, 4, 18, 19)",False,False,0,0,0,0,agree_infeasible
254,"(1, 2, 4, 18, 20)",False,False,0,0,0,0,agree_infeasible
255,"(1, 2, 4, 19, 20)",False,False,0,0,0,0,agree_infeasible
256,"(1, 2, 5, 6, 7)",False,False,0,0,0,0,agree_infeasible
257,"(1, 2, 5, 6, 8)",True,True,1,1,0,0,agree_feasible
258,"(1, 2, 5, 6, 9)",False,False,0,0,0,0,agree_infeasible
259,"(1, 2, 5, 6, 10)",True,True,1,1,0,0,agree_feasible
260,"(1, 2, 5, 6, 11)",True,True,1,1,0,0,agree_feasible
261,"(1, 2, 5, 6, 12)",False,False,0,0,0,0,agree_infeasible
262,"(1, 2, 5, 6, 13)",False,False,0,0,0,0,agree_infeasible
263,"(1, 2, 5, 6, 14)",False,False,0,0,0,0,agree_infeasible
264,"(1, 2, 5, 6, 15)",True,True,1,1,0,0,agree_feasible
265,"(1, 2, 5, 6, 16)",False,False,0,0,0,0,agree_infeasible
266,"(1, 2, 5, 6, 17)",False,False,0,0,0,0,agree_infeasible
267,"(1, 2, 5, 6, 18)",True,True,1,1,0,0,agree_feasible
268,"(1, 2, 5, 6, 19)",True,True,1,1,0,0,agree_feasible
269,"(1, 2, 5, 6, 20)",False,False,0,0,0,0,agree_infeasible
270,"(1, 2, 5, 7, 8)",False,False,0,0,0,0,agree_infeasible
271,"(1, 2, 5, 7, 9)",False,False,0,0,0,0,agree_infeasible
272,"(1, 2, 5, 7, 10)",False,False,0,0,0,0,agree_infeasible
273,"(1, 2, 5, 7, 11)",False,False,0,0,0,0,agree_infeasible
274,"(1, 2, 5, 7, 12)",False,False,0,0,0,0,agree_infeasible
275,"(1, 2, 5, 7, 13)",False,False,0,0,0,0,agree_infeasible
276,"(1, 2, 5, 7, 14)",False,False,0,0,0,0,agree_infeasible
277,"(1, 2, 5, 7, 15)",False,False,0,0,0,0,agree_infeasible
278,"(1, 2, 5, 7, 16)",False,False,0,0,0,0,agree_infeasible
279,"(1, 2, 5, 7, 17)",False,False,0,0,0,0,agree_infeasible
280,"(1, 2, 5, 7, 18)",False,False,0,0,0,0,agree_infeasible
281,"(1, 2, 5, 7, 19)",False,False,0,0,0,0,agree_infeasible
282,"(1, 2, 5, 7, 20)",False,False,0,0,0,0,agree_infeasible
283,"(1, 2, 5, 8, 9)",False,False,0,0,0,0,agree_infeasible
284,"(1, 2, 5, 8, 10)",False,False,0,0,0,0,agree_infeasible
285,"(1, 2, 5, 8, 11)",False,False,0,0,0,0,agree_infeasible
286,"(1, 2, 5, 8, 12)",False,False,0,0,0,0,agree_infeasible
287,"(1, 2, 5, 8, 13)",False,False,0,0,0,0,agree_infeasible
288,"(1, 2, 5, 8, 14)",False,False,0,0,0,0,agree_infeasible
289,"(1, 2, 5, 8, 15)",True,True,1,1,0,0,agree_feasible
290,"(1, 2, 5, 8, 16)",False,False,0,0,0,0,agree_infeasible
291,"(1, 2, 5, 8, 17)",False,False,0,0,0,0,agree_infeasible
292,"(1, 2, 5, 8, 18)",False,False,0,0,0,0,agree_infeasible
293,"(1, 2, 5, 8, 19)",False,False,0,0,0,0,agree_infeasible
294,"(1, 2, 5, 8, 20)",False,False,0,0,0,0,agree_infeasible
295,"(1, 2, 5, 9, 10)",False,False,0,0,0,0,agree_infeasible
296,"(1, 2, 5, 9, 11)",False,False,0,0,0,0,agree_infeasible
297,"(1, 2, 5, 9, 12)",False,False,0,0,0,0,agree_infeasible
298,"(1, 2, 5, 9, 13)",False,False,0,0,0,0,agree_infeasible
299,"(1, 2, 5, 9, 14)",False,False,0,0,0,0,agree_infeasible
300,"(1, 2, 5, 9, 15)",False,False,0,0,0,0,agree_infeasible
301,"(1, 2, 5, 9, 16)",False,False,0,0,0,0,agree_infeasible
302,"(1, 2, 5, 9, 17)",False,False,0,0,0,0,agree_infeasible
303,"(1, 2, 5, 9, 18)",False,False,0,0,0,0,agree_infeasible
304,"(1, 2, 5, 9, 19)",False,False,0,0,0,0,agree_infeasible
305,"(1, 2, 5, 9, 20)",False,False,0,0,0,0,agree_infeasible
306,"(1, 2, 5, 10, 11)",False,False,0,0,0,0,agree_infeasible
307,"(1, 2, 5, 10, 12)",False,False,0,0,0,0,agree_infeasible
308,"(1, 2, 5, 10, 13)",False,False,0,0,0,0,agree_infeasible
309,"(1, 2, 5, 10, 14)",False,False,0,0,0,0,agree_infeasible
310,"(1, 2, 5, 10, 15)",True,True,1,1,0,0,agree_feasible
311,"(1, 2, 5, 10, 16)",False,False,0,0,0,0,agree_infeasible
312,"(1, 2, 5, 10, 17)",False,False,0,0,0,0,agree_infeasible
313,"(1, 2, 5, 10, 18)",False,False,0,0,0,0,agree_infeasible
314,"(1, 2, 5, 10, 19)",True,True,1,1,0,0,agree_feasible
315,"(1, 2, 5, 10, 20)",False,False,0,0,0,0,agree_infeasible
316,"(1, 2, 5, 11, 12)",False,False,0,0,0,0,agree_infeasible
317,"(1, 2, 5, 11, 13)",False,False,0,0,0,0,agree_infeasible
318,"(1, 2, 5, 11, 14)",False,False,0,0,0,0,agree_infeasible
319,"(1, 2, 5, 11, 15)",False,False,0,0,0,0,agree_infeasible
320,"(1, 2, 5, 11, 16)",False,False,0,0,0,0,agree_infeasible
321,"(1, 2, 5, 11, 17)",False,False,0,0,0,0,agree_infeasible
322,"(1, 2, 5, 11, 18)",False,False,0,0,0,0,agree_infeasible
323,"(1, 2, 5, 11, 19)",False,False,0,0,0,0,agree_infeasible
324,"(1, 2, 5, 11, 20)",False,False,0,0,0,0,agree_infeasible
325,"(1, 2, 5, 12, 13)",False,False,0,0,0,0,agree_infeasible
326,"(1, 2, 5, 12, 14)",False,False,0,0,0,0,agree_infeasible
327,"(1, 2, 5, 12, 15)",False,False,0,0,0,0,agree_infeasible
328,"(1, 2, 5, 12, 16)",False,False,0,0,0,0,agree_infeasible
329,"(1, 2, 5, 12, 17)",False,False,0,0,0,0,agree_infeasible
330,"(1, 2, 5, 12, 18)",False,False,0,0,0,0,agree_infeasible
331,"(1, 2, 5, 12, 19)",False,False,0,0,0,0,agree_infeasible
332,"(1, 2, 5, 12, 20)",False,False,0,0,0,0,agree_infeasible
333,"(1, 2, 5, 13, 14)",False,False,0,0,0,0,agree_infeasible
334,"(1, 2, 5, 13, 15)",False,False,0,0,0,0,agree_infeasible
335,"(1, 2, 5, 13, 16)",False,False,0,0,0,0,agree_infeasible
336,"(1, 2, 5, 13, 17)",False,False,0,0,0,0,agree_infeasible
337,"(1, 2, 5, 13, 18)",False,False,0,0,0,0,agree_infeasible
338,"(1, 2, 5, 13, 19)",False,False,0,0,0,0,agree_infeasible
339,"(1, 2, 5, 13, 20)",False,False,0,0,0,0,agree_infeasible
340,"(1, 2, 5, 14, 15)",False,False,0,0,0,0,agree_infeasible
341,"(1, 2, 5, 14, 16)",False,False,0,0,0,0,agree_infeasible
342,"(1, 2, 5, 14, 17)",False,False,0,0,0,0,agree_infeasible
343,"(1, 2, 5, 14, 18)",False,False,0,0,0,0,agree_infeasible
344,"(1, 2, 5, 14, 19)",False,False,0,0,0,0,agree_infeasible
345,"(1, 2, 5, 14, 20)",False,False,0,0,0,0,agree_infeasible
346,"(1, 2, 5, 15, 16)",False,False,0,0,0,0,agree_infeasible
347,"(1, 2, 5, 15, 17)",False,False,0,0,0,0,agree_infeasible
348,"(1, 2, 5, 15, 18)",False,False,0,0,0,0,agree_infeasible
349,"(1, 2, 5, 15, 19)",False,False,0,0,0,0,agree_infeasible
350,"(1, 2, 5, 15, 20)",False,False,0,0,0,0,agree_infeasible
351,"(1, 2, 5, 16, 17)",False,False,0,0,0,0,agree_infeasible
352,"(1, 2, 5, 16, 18)",False,False,0,0,0,0,agree_infeasible
353,"(1, 2, 5, 16, 19)",False,False,0,0,0,0,agree_infeasible
354,"(1, 2, 5, 16, 20)",False,False,0,0,0,0,agree_infeasible
355,"(1, 2, 5, 17, 18)",False,False,0,0,0,0,agree_infeasible
356,"(1, 2, 5, 17, 19)",False,False,0,0,0,0,agree_infeasible
357,"(1, 2, 5, 17, 20)",False,False,0,0,0,0,agree_infeasible
358,"(1, 2, 5, 18, 19)",False,False,0,0,0,0,agree_infeasible
